"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Prerequisites: Enable datadriven and read the adjacent semicolon-delimited CSV. Each data row becomes a separate Robot and Allure test.
Steps and expected result: Convert the CSV values to integers, add left and right, and compare with expected. Three rows cover small, zero and negative inputs.


Kundenvorbereitung (siehe robot/tests/data-driven/README.md):

1. DataDriver-Modul und CSV-Datei mit passendem Semikolon-Dialekt und exakt passenden Argumentspalten bereitstellen.

2. Je Zeile eindeutigen Namen, Eingaben und unabhängigen Sollwert definieren; fachliche Daten der Demo ersetzen.

3. CSV-Spalten left/right/expected als ganzzahlige Eingaben und Sollsummen vorbereiten; Kundenberechnung bei Bedarf ersetzen.

4. Typkonvertierung und Sonderfälle wie Null/negative Werte vorab bestimmen; keine Log-Zeile als zusätzliche Template-Datenzeile eintragen.","3","CSV Integer Sum - Negative Value","Module Examples","2026-09-14","passed","2026-09-14","Standalone","Data-Driven","",""
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: INSERT id=2 and SELECT within the same uncommitted transaction using no_transaction=True on both calls. Require two visible rows, execute ROLLBACK and require the original single row. A normal Query would commit, so the flag on the intermediate read matters.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Transaktionsfähiges Testobjekt, bekannten Ausgangsbestand und eine freie INSERT-ID bereitstellen.

4. INSERT und Zwischen-SELECT auf derselben Verbindung ohne automatischen Commit ausführen; erst danach explizit ROLLBACK.","9","SQL ROLLBACK Reverts An Uncommitted INSERT","","2026-09-14","passed","2026-09-14","Oracle","Database Examples","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: Export a PNG with an opaque black region and inspect a pixel inside that region.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Visual-/Reporting-Runtime und beschreibbare Eingabe-/Ausgabepfade für die Schwärzung bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Kundenbild, tatsächliche Schwärzungsmaske und neue Ausgabedatei bestimmen.

4. Einen Prüfpunkt innerhalb der eigenen Region wählen; (25,25) und RGB (0,0,0) gehören zum Demo-Nachweis.","12","Screenshot Regions Are Opaque Black","","2026-09-14","passed","2026-09-14","Redaction","PDF Examples","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: Translation preserves mask compatibility; candidate and reference still have unmasked differences.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Visual-/Reporting-Runtime und die vorhandene Legacy-Maskenkonfiguration für die Übersetzung bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Vorhandene Legacy-Maskendatei des Kunden und dazu passende Vergleichsbelege bereitstellen.

4. Übersetzte Masken an bekannten Regionen prüfen und für diesen Negativfall mindestens eine unmaskierte Abweichung erhalten.","669","Translated Legacy Masks Work With The Visual Engine","","2026-09-14","passed","2026-09-14","Mask Translation","PDF Examples","",""
"Prerequisites: The local provider and named HTTP sessions are started by setup; synthetic JSON/XML fixtures and orders.openapi.json are in robot/data/api.
Steps and expected result: GET /orders/42 and validate the actual request and response against orders.openapi.json: authentication header, HTTP status, media type and field types. Attach the HTTP exchange and contract.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. API-Testumgebung, erreichbare Basis-URL und Konto/Token mit den benötigten Rechten bereitstellen.

2. Demo-Serverstart im Suite-Setup durch Kunden-Session ersetzen; Session-Alias und Kunden-Evidence gemäß robot/tests/api/README.md festlegen.

3. Eine zur Kunden-API passende gebündelte OpenAPI-JSON mit lokalen Referenzen bereitstellen.

4. Einen vorhandenen Datensatz und vertragsgemäßen GET samt Authentifizierung, Status und Medientyp festlegen.","336","OpenAPI Validates The Real GET Request And Response","","2026-09-14","passed","2026-09-14","02 Openapi Contract","API Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Verify that a reload retains a user cookie and session storage in the same context.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Gültigen Kundenlogin und tatsächliche Cookie-/Session-Storage-Schlüssel mit Sollwerten bestimmen.

4. Reload innerhalb desselben Kontexts prüfen; workshop_theme, draft und participant sind Demo-Schlüssel.","1453","Cookies And Session Storage Survive Reload Within A Context","UI Examples","2026-09-14","passed","2026-09-14","05 Contexts And Network Edge Cases","UI components","",""
"Prerequisites: Use the approved runtime with Java and the WireMock JAR. The per-test setup starts isolated mock processes and loads the named mappings from robot/data/api/mocks; teardown closes HTTP sessions and listener cleanup stops mocks.
Steps and expected result: Preparation teaches an isolated supplier the expected XML request. The test submits that request and compares the real HTTP response using the XML module. Structural XML matching and XML response comparison are visible separately.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. Modul api-mocks mit Java/WireMock bereitstellen und je Test einen eigenen Mock-Prozess vorsehen.

2. Matching- und Antwortdateien unter robot/data/api/mocks auf den Vertrag der Kundenabhängigkeit umstellen.

3. Einen passenden XML-Request samt Kunden-Namespace in der Mock-Regel hinterlegen.

4. Eine unabhängig definierte Antwortstruktur bereitstellen; die Demo-Elemente GetOrder/id/order ersetzen.","1707","XML Request Matching And Response Comparison","","2026-09-14","passed","2026-09-14","03 Wiremock","API Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: The invalid password must show an error without navigating; a valid retry must recover within the same browser context.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Ein erlaubtes Testkonto, einen kontrolliert ungültigen Login und den anschließenden gültigen Login bereitstellen.

4. Kundenfehlertext und Erfolgszustand festlegen; Sperrverhalten des Kontos bei Fehlversuchen berücksichtigen.","1710","Invalid Login Shows An Error And A Valid Retry Opens The Workshop","UI Examples","2026-09-14","passed","2026-09-14","03 Forms And Playwright Waiting","UI components","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: Stop after one differing page; the report records that the comparison limit was reached.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. PDFs mit bekannten Textabweichungen und eine gewünschte Abbruchgrenze vorbereiten.

4. Ergebnis auf die untersuchten Seiten beziehen; nach Erreichen der Grenze sind übrige Seiten nicht als gleich belegt.","15","Difference Limit Stops After One Affected Page","","2026-09-14","passed","2026-09-14","Text Comparison","PDF Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: A domain expert reads the intention; the keyword expands into medium then low steps.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Einen Kundenablauf samt identischen Daten/Sollwerten für High-, Medium- und Low-Fall festlegen.

4. Fachliche High-/Medium-Keywords an den Kundenprozess anpassen; diese Abstraktion ist hier ausdrücklich das Lernziel.","1820","High Level - Participant Books A Workshop In Business Language","UI Examples","2026-09-14","passed","2026-09-14","01 Keyword Levels","UI components","",""
"Prerequisites: Enable the json module; inline JSON and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Limit comparison to the status field and ignore unrelated fixture differences.


Kundenvorbereitung (siehe robot/tests/json/README.md):

1. JSON-Modul und unabhängig festgelegte Soll-/Ist-Daten des Kunden bereitstellen; Datenpfade/Inline-Werte anpassen.

2. Feldnamen, Datentypen und erlaubte Filter mit der fachlichen Erwartung abgleichen; eigenen Diff-Ausgabepfad wählen.

3. Die fachlich relevanten Whitelist-Felder festlegen und Unterschiede nur außerhalb dieser Felder vorbereiten.

4. Erwartung auf den ausgewählten Bereich begrenzen; ein grüner Vergleich belegt keine Gleichheit aller Felder.","1","JSON Whitelist Compares Only The Selected Status Field","Module Examples","2026-09-14","passed","2026-09-14","Configured Comparison And Edits","Json","",""
"Prerequisites: Enable datadriven and read the adjacent semicolon-delimited CSV. Each data row becomes a separate Robot and Allure test.
Steps and expected result: Convert the CSV values to integers, add left and right, and compare with expected. Three rows cover small, zero and negative inputs.


Kundenvorbereitung (siehe robot/tests/data-driven/README.md):

1. DataDriver-Modul und CSV-Datei mit passendem Semikolon-Dialekt und exakt passenden Argumentspalten bereitstellen.

2. Je Zeile eindeutigen Namen, Eingaben und unabhängigen Sollwert definieren; fachliche Daten der Demo ersetzen.

3. CSV-Spalten left/right/expected als ganzzahlige Eingaben und Sollsummen vorbereiten; Kundenberechnung bei Bedarf ersetzen.

4. Typkonvertierung und Sonderfälle wie Null/negative Werte vorab bestimmen; keine Log-Zeile als zusätzliche Template-Datenzeile eintragen.","3","CSV Integer Sum - Positive Values","Module Examples","2026-09-14","passed","2026-09-14","Standalone","Data-Driven","",""
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: Query participant and status ordered by id. Require exactly one row with alice and booked; log the actual database alias used.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Einen bekannten Datensatz im Testobjekt bereitstellen und erwartete Anzahl sowie Spaltenwerte festlegen.

4. SELECT, Sortierung und Assertions statt participant/status/alice/booked auf das Kundenschema ausrichten.","9","SQL SELECT Extracts Rows And Checks Column Values","","2026-09-14","passed","2026-09-14","Postgres","Database Examples","",""
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: Query participant and status ordered by id. Require exactly one row with alice and booked; log the actual database alias used.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Einen bekannten Datensatz im Testobjekt bereitstellen und erwartete Anzahl sowie Spaltenwerte festlegen.

4. SELECT, Sortierung und Assertions statt participant/status/alice/booked auf das Kundenschema ausrichten.","19","SQL SELECT Extracts Rows And Checks Column Values","","2026-09-14","passed","2026-09-14","Mysql","Database Examples","",""
"Prerequisites: the Given step starts the local server, registers pages and opens Chromium with a fresh context. Steps and expected result: execute the business-language When through High/Medium/Low keywords; assert alice, API Testing, Bring a laptop and WB-1001. This example intentionally teaches business/technical separation.

Kundenvorbereitung (siehe robot/tests/gherkin/README.md):
1. Browser-Runtime, Kunden-Testumgebung und ein Konto mit Buchungsrecht bereitstellen.
2. Given/When/Then-Keywords und ihre UI-Locators auf den Kundenprozess abbilden.
3. Alice, API Testing, Notiz und WB-1001 durch Kundeneingaben und unabhängige Sollwerte ersetzen.
4. Ausgangszustand und Bereinigung definieren; die Beschreibung im Given-Keyword ebenfalls anpassen.","2972","Alice books her API Testing workshop","","2026-09-14","passed","2026-09-14","Workshop-Booking-In-Business-Language","Gherkin Examples","",""
"Prerequisites: Enable the xml module; inline XML and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Catch an intentional XML mismatch and require a saved report for later diagnosis.


Kundenvorbereitung (siehe robot/tests/xml/README.md):

1. XML-Modul, gültige Soll-/Ist-Dokumente und deren Namespaces/Kodierung bereitstellen.

2. Kunden-Tags/Pfade und erlaubte Filter festlegen; eigene Daten- und Diff-Ausgabepfade verwenden.

3. Zwei Kunden-XMLs mit genau bekannter inhaltlicher Abweichung vorbereiten.

4. Erwarteten Fehler und beschreibbaren Diff-Pfad bestimmen; die Existenz des Reports zusätzlich prüfen.","3","XML Assertion Persists Differences","Module Examples","2026-09-14","passed","2026-09-14","Xml Comparison","Xml","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: After the app replaces a DOM node, reuse its selector and verify the replacement receives the new value.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Eine Kundenaktion bestimmen, die das betreffende DOM-Element tatsächlich ersetzt.

4. Wiederverwendbaren Locator und Nachweis des neuen Elements festlegen; data-generation=2 ist ein Demo-Merkmal.","414","Locator Finds The Replacement DOM Element On The Next Action","UI Examples","2026-09-14","passed","2026-09-14","03 Forms And Playwright Waiting","UI components","",""
"Prerequisites: Use the Playbot runtime. No browser or external service is needed; the messages are deliberate demonstration output.
Steps and expected result: These are demonstration messages. An ERROR log line alone is not a failed assertion.


Kundenvorbereitung (siehe robot/tests/logging/README.md):

1. Playbot-Runtime bereitstellen; dieses Logging-Beispiel benötigt keinen Zugang zu einem Kundensystem.

2. Kundenbezogene Meldungstexte und benötigten Log-Level festlegen; Zugangsdaten aus den Meldungen heraushalten.

3. Für sichtbare Debug-Ausgaben DEBUG als Robot-Loglevel auswählen; für Allure den Listener aktivieren.

4. Echte Testfehler mit Assertions melden; die absichtliche Error-Logmeldung dieses Beispiels ist kein fehlgeschlagener Kundentest.","36","Logging Levels Are Visible In The Report","Module Examples","2026-09-14","passed","2026-09-14","Levels And Test Status","Logging","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: A red rectangle becomes blue while text stays identical. Expect a pixel difference.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Zwei gleich gerenderte Kundenbelege mit identischem Text und gezielt abweichender Grafik bereitstellen.

4. Betroffene Seite und erwarteten Pixel-Diff festlegen; die Demo ändert ein rotes Rechteck in blau.","27","Graphic Color Changes Fail Visual Comparison","","2026-09-14","passed","2026-09-14","Visual Comparison","PDF Examples","",""
"Prerequisites: Enable the json module; inline JSON and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Exercise the basic equality result before adding filters or runtime modifications.


Kundenvorbereitung (siehe robot/tests/json/README.md):

1. JSON-Modul und unabhängig festgelegte Soll-/Ist-Daten des Kunden bereitstellen; Datenpfade/Inline-Werte anpassen.

2. Feldnamen, Datentypen und erlaubte Filter mit der fachlichen Erwartung abgleichen; eigenen Diff-Ausgabepfad wählen.

3. Ein gültiges repräsentatives Kundendokument für den Gleichheitsfall vorbereiten.

4. Hier werden bewusst dieselben Eingabedaten zweimal verglichen; für den fachlichen Vergleich später unabhängige Ist-Daten zuführen.","2","Equal JSON Documents Produce No Differences","Module Examples","2026-09-14","passed","2026-09-14","Json Comparison","Json","",""
"Prerequisites: Use the approved runtime with Java and the WireMock JAR. The per-test setup starts isolated mock processes and loads the named mappings from robot/data/api/mocks; teardown closes HTTP sessions and listener cleanup stops mocks.
Steps and expected result: Preparation starts two independent suppliers on separate local ports; only the first has an outage rule. The first returns the configured 503, the second returns 404, and its unmatched-request journal proves it did not inherit the first supplier’s mappings.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. Modul api-mocks mit Java/WireMock bereitstellen und je Test einen eigenen Mock-Prozess vorsehen.

2. Matching- und Antwortdateien unter robot/data/api/mocks auf den Vertrag der Kundenabhängigkeit umstellen.

3. Zwei getrennte Mock-Prozesse und unterschiedliche Session-Aliase auf eigenen Ports vorbereiten.

4. Nur dem ersten die Kunden-Regel geben; Verhalten des zweiten ohne Regel einschließlich Aufrufjournal vereinbaren.","3609","Second Service Has Independent Mappings","","2026-09-14","passed","2026-09-14","03 Wiremock","API Examples","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: A second blank page is still a structural difference; detecting it is the expected outcome.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Zwei PDFs mit identischem Inhalt, aber genau einer zusätzlichen leeren Originalseite vorbereiten.

4. Die tatsächlich zusätzliche Seitennummer als erwarteten Strukturfehler festlegen; Seite 2 ist hier das Beispiel.","11","Additional Blank Page Is A Difference","","2026-09-14","passed","2026-09-14","Text Comparison","PDF Examples","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: Export a raster PDF and verify the original searchable text is absent. Preview the output in the dashboard.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Visual-/Reporting-Runtime und beschreibbare Eingabe-/Ausgabepfade für die Schwärzung bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Kunden-PDF mit nachweisbarer Textebene und passende Schwärzungsregionen bereitstellen.

4. Festlegen, ob gerasterte Ausgabe ohne ursprüngliche Textebene für diesen Prüfzweck gewünscht ist.","182","Redacted PDF Has No Original Text Layer","","2026-09-14","passed","2026-09-14","Redaction","PDF Examples","",""
"Prerequisites: Enable datadriven and read the adjacent semicolon-delimited CSV. Each data row becomes a separate Robot and Allure test. Enable browser and initialize Chromium; the template creates an in-memory HTML page and always closes the session.
Steps and expected result: Open a browser session, create the data URL page, read its title and compare with expected_title from each CSV row. FINALLY closes the session even if the assertion fails.


Kundenvorbereitung (siehe robot/tests/data-driven/README.md):

1. DataDriver-Modul und CSV-Datei mit passendem Semikolon-Dialekt und exakt passenden Argumentspalten bereitstellen.

2. Je Zeile eindeutigen Namen, Eingaben und unabhängigen Sollwert definieren; fachliche Daten der Demo ersetzen.

3. Zusätzlich Browser-Runtime, Kunden-URL/Login und Solltitel je CSV-Zeile bereitstellen.

4. Die eingebettete data:-Demoseite ersetzen; Browser pro Datenzeile öffnen und auch bei Fehlern schließen.","319","CSV Browser Title - Second Row","Module Examples","2026-09-14","passed","2026-09-14","Browser Composition","Data-Driven","",""
"Prerequisites: The local provider and named HTTP sessions are started by setup; synthetic JSON/XML fixtures and orders.openapi.json are in robot/data/api.
Steps and expected result: The test setup additionally starts a broken provider returning amount as text. GET its response and expect API contract response failed. PASS means the type mismatch was detected; inspect the expected inner failure in Allure.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. API-Testumgebung, erreichbare Basis-URL und Konto/Token mit den benötigten Rechten bereitstellen.

2. Demo-Serverstart im Suite-Setup durch Kunden-Session ersetzen; Session-Alias und Kunden-Evidence gemäß robot/tests/api/README.md festlegen.

3. In einem kontrollierten Testprovider gezielt einen Zahlenwert als String liefern lassen; normalen Kundenservice nicht dafür verändern.

4. Die korrekte Kunden-OpenAPI beibehalten und das betroffene Feld statt des Demo-Felds amount auswählen.","27","OpenAPI Rejects A String In A Numeric Response Field","","2026-09-14","passed","2026-09-14","02 Openapi Contract","API Examples","",""
"Prerequisites: Enable the json module; inline JSON and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Stop at one difference and verify the report explicitly records the reached limit.


Kundenvorbereitung (siehe robot/tests/json/README.md):

1. JSON-Modul und unabhängig festgelegte Soll-/Ist-Daten des Kunden bereitstellen; Datenpfade/Inline-Werte anpassen.

2. Feldnamen, Datentypen und erlaubte Filter mit der fachlichen Erwartung abgleichen; eigenen Diff-Ausgabepfad wählen.

3. Dokumente mit mehr Unterschieden als die gewählte Grenze bereitstellen.

4. Limit-Konfiguration und erwartete Metadaten difference_count/limit_reached festlegen.","3","Configured Discrepancy Limit Is Recorded","Module Examples","2026-09-14","passed","2026-09-14","Configured Comparison And Edits","Json","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the playground.
Steps and expected result: Upload the versioned preparation file and verify the app reads both its filename and contents.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Eine akzeptierte Kundentestdatei mit bekanntem Namen/Inhalt auf dem Runner bereitstellen.

4. Upload-Locator und server-/UI-seitigen Erfolgsnachweis festlegen; preparation.txt und dessen Text ersetzen.","293","File Upload Reads The Selected Local Fixture","UI Examples","2026-09-14","passed","2026-09-14","04 Modern Browser Controls","UI components","",""
"Prerequisites: Start the dedicated database Compose stack. Suite setup connects using connections.cfg and creates a unique table; test setup seeds id=1, alice, booked.
Steps and expected result: Bind id=2, bob, pending into INSERT and require two rows. UPDATE that id to booked, SELECT and verify its status, then DELETE it. Query the remaining row and prove alice/booked is unchanged.


Kundenvorbereitung (siehe robot/tests/database/README.md):

1. Treiber, erreichbare Kunden-Testdatenbank und passende Verbindungsdatei samt Alias bereitstellen.

2. DDL-/Seed-/Cleanup-Fixture auf eigene Testobjekte und erlaubte Rechte umstellen; Platzhalter an den Treiber anpassen.

3. Eindeutige neue ID und erlaubte Start-/Zielwerte für INSERT und UPDATE reservieren.

4. DELETE auf diese ID begrenzen und einen unabhängigen Bestandsdatensatz zum Nachweis unveränderter Restdaten vorsehen.","16","SQL Bound Parameters Support INSERT UPDATE SELECT And DELETE","","2026-09-14","passed","2026-09-14","Postgres","Database Examples","",""
"Prerequisites: Setup starts the local demo server, registers page locators and opens Chromium with a fresh context. Public practice credentials and all controls belong to this fixture. The starting page is the login page with no signed-in user.
Steps and expected result: Prove that an absent customer override falls back to Default Fill Text and still enters the intended value.


Kundenvorbereitung (siehe robot/tests/browser/README.md):

1. Browser-Runtime, Kunden-Test-URL und benötigte Rolle bereitstellen; den lokalen Serverstart im Fixture ersetzen.

2. Kunden-Locators/Seitenregistrierung und isolierten Browser-Kontext vorbereiten; Details in robot/tests/browser/README.md.

3. Ein Kunden-Projekt ohne eigenes Fill-Text-Override und einen passenden semantischen Feld-Locator vorbereiten.

4. Erwarteten Feldwert und den Standardpfad festlegen; Demo-Keywordname UiWorkshop Fill Text durch eigenes Präfix ersetzen.","381","Missing Customer Fill Method Uses The Playbot Default","UI Examples","2026-09-14","passed","2026-09-14","02 Automatic Page And Method Resolution","UI components","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: Compare the same unequal page counts, explicitly excluding original page 2.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Eine fachlich ausdrücklich ausgeschlossene Originalseite und zwei sonst passende Belege bereitstellen.

4. Dieselbe Seitenauswahl in Evidence und Vergleich übergeben; die übrigen Seiten müssen weiter prüfbar bleiben.","10","Excluded Page Does Not Affect Equality","","2026-09-14","passed","2026-09-14","Text Comparison","PDF Examples","",""
"Prerequisites: The local provider and named HTTP sessions are started by setup; synthetic JSON/XML fixtures and orders.openapi.json are in robot/data/api.
Steps and expected result: Send GET /orders/42 through the anonymous session. Assert HTTP 401 and the unauthorized JSON body. PASS means the intentional authentication rejection was observed.


Kundenvorbereitung (siehe robot/tests/api/README.md):

1. API-Testumgebung, erreichbare Basis-URL und Konto/Token mit den benötigten Rechten bereitstellen.

2. Demo-Serverstart im Suite-Setup durch Kunden-Session ersetzen; Session-Alias und Kunden-Evidence gemäß robot/tests/api/README.md festlegen.

3. Einen geschützten Lese-Endpunkt und dieselben Ausgangsdaten wie für den authentifizierten Fall wählen.

4. Eine Session ohne Authentifizierung und den vereinbarten Status/Fehlerbody vorbereiten; 401 ist hier die Demo-Erwartung.","4","HTTP GET Without Bearer Token Checks The 401 JSON Response","","2026-09-14","passed","2026-09-14","01 Http Json Xml","API Examples","",""
"Prerequisites: Enable the json module; inline JSON and versioned files in robot/data/compare supply the inputs. No external service is needed.
Steps and expected result: Compare two owned JSON fixtures and verify the public API returns a structured difference summary.


Kundenvorbereitung (siehe robot/tests/json/README.md):

1. JSON-Modul und unabhängig festgelegte Soll-/Ist-Daten des Kunden bereitstellen; Datenpfade/Inline-Werte anpassen.

2. Feldnamen, Datentypen und erlaubte Filter mit der fachlichen Erwartung abgleichen; eigenen Diff-Ausgabepfad wählen.

3. Zwei Kundendokumente mit gezielt unterschiedlichen relevanten Werten bereitstellen.

4. Vergleichslimit und erwartete Diff-Struktur festlegen; der Wert 5 ist eine Demo-Grenze.","3","Different JSON Documents Produce A Structured Diff","Module Examples","2026-09-14","passed","2026-09-14","Json Comparison","Json","",""
"Prerequisites: Use the approved Playbot runtime with PDF modules and the versioned robot/data fixtures. Test setup creates a separate evidence directory; teardown attaches the comparison evidence.
Steps and expected result: Coordinates outside 0–100 percent are rejected before comparison; no equality claim is produced.


Kundenvorbereitung (siehe robot/tests/pdf/README.md):

1. PDF-Runtime sowie freigegebenen Referenzbeleg und unabhängigen Ist-Beleg mit passenden Dateipfaden bereitstellen.

2. Beschreibbares Evidence-Verzeichnis und passende Aufbewahrung der Kundendokumente festlegen; Demo-Masken nicht ungeprüft übernehmen.

3. Eine gültige Kunden-Maskenkonfiguration kopieren und kontrolliert eine Prozentkoordinate außerhalb 0 bis 100 setzen.

4. Die Konfigurationsablehnung erwarten; dieser Fall trifft keine Aussage über Dokumentgleichheit.","12","Malformed Masks Fail Clearly","","2026-09-14","passed","2026-09-14","Visual Comparison","PDF Examples","",""
